userName,score,at,content
marko setiawan marko setiawan,1,2022-04-15 13:03:12,"Hallo,saya sudah vaksin 1,vaksin 2 masih keluar sertifikat tetapi pas saya booster kemarin tgl 13 April sampe sekarang blom ada konfirmasi dari apk nah saya udah upgrade apk juga tapi gk muncul ,mohon konfirmasi nya"
Ari Edi Handayani,3,2022-04-15 12:49:46,Setiap kali diupdate. Data vaksinasi selalu hilang. Akhirnya harus input lagi. Dan ada batas maksimal dalam kesalahan entri data. Semakin ribet
Cici Nasution,1,2022-04-15 12:21:10,Klaim sertifikat vaksin. Sudah 2 kali vaksin. Tapi ingin klaim sertifikatnya saat masukkan nik muncul data tidak valid. Padahal sudah benar semua datanya. Dan sudah dicek berulang ulang. Mohon bantuannya. Kalau sudah bisa klaim bintang saya naikkan
Tri Handoko,1,2022-04-15 08:14:08,Kok habis di update malah g bisa di buka yaa. Jadi nyesel di update. Pdahal besok pagi harus melakukan perjalanan.
muhammad khafifudin,1,2022-04-15 08:11:12,"Android sudah versi 9, katanya minimal versi 7. Tapi ketika klik sertifikat vaksin , malah ngezoom dan tidak jelas sertifikatnya. Dan sekarang tidak bisa download sertifikatnya. Aplikasi versi terbaru malah buruk. Payah. Bintang 1 buat aplikasi ini. Bad"
Reza Cjdw,1,2022-04-15 03:46:38,"Udah Di update tetap ribet, harusnya Klw udah masukkan nik data ke save, Ini masukin tanggal lahir harus klik terus nyamppai kesel, biasanya langsung ke tahun,ribet, bikin Susah,"
AHAMA,1,2022-04-14 22:57:39,Tolong di perbaiki lagi soal penginputan tanggal lahir ribet banget kalau harus geser² tanggal.y seharusnya bisa dengan cara di ketik saja tanggal lahir.y jauh lebih muudah bukan dengan cara geser² tanggal seperti itu sangat ribet banget jadi.y
La Ode Rahimsyah,3,2022-04-14 17:38:54,"sy punya pesan untuk developnya, tolong aturin jenis android 8.0 kebawah agar bisa kompitable dgn aplikasi peduli lindungi,karena ada hp jenis tertentu dgn spek android 8.0 kebawah yang tidak kompitable dgn aplikasi penduli lindungi.terima kasih"
Nurjannah Lisa,1,2022-04-14 16:35:17,"Sangat menyusahkan ketika mengisi data tanggal lahir,,membutuhkan waktu ber jam2 an,,contoh nya seperti tanggal lahir ayah saya tahun nya 1959,,kita harus klik sampai beratusan kali agar sampai ke angka tersebut,seharusnya diberi pilihan dg cepat tahun brp lahir agar lebih mudah dan cepat,,yg bikin emosi ketika kita mngkin salah menekan tombol ""back"",,itu kita harus ulang lagi dr tahun 2022,bayangin aja dong"
Nia Mutiara,3,2022-04-14 16:03:54,"Akses akun pedulilindungi sya dipakai org lain, sdh sya ganti nmr baru & email ke 2 saya, org lain masih bs akses. Seharusnya ada settingn tutup akun smntara,jd otomatis di hp oranglain tsb langsung ketutup, dan hnya bs buka/login lg yg pnya akun. Pasang foto di akun jg ga bs, pdhl sdh disimpan namun tidak muncul fotonya."
Line Water,5,2022-04-14 12:14:54,"Saya uda di vaksin ke 3.. dari 2 3 minggu yang lalu tapi kok, sertifikat gak bisa keluar. Padahal status undangan vaksinnya uda berubah jadi uk. Sampai saya uninstall berapa kali tetap gak terbuka."
Nur Ivansyah,5,2022-04-14 10:38:54,"Mantap, aplikasi yang sangat membantu masyarakat Indonesia, cuma masukkan nomor hp yang terdaftar, langsung bisa lihat sertifikat vaksin, punya istri juga bisa dilihat."
Dadang Hermawan,1,2022-04-14 08:02:37,Lagi lagi setelah saya perbarui ko jadi tambah lelet ea. . Bukannya tambah ditingkatkan kualitasnya.dan lagi2 sertifikat vaksinnya susah nongolnya gimana mau didownload sertifikat nya
Yulianto Anto,1,2022-04-14 05:52:47,Benar2 membikin kepala pusing ku updet sudah dan kata ke versi terbaru tapi cek sertifikat susah cek riwayat vaksin pun sulit..padahal aku sudah vaksin lengkap/ke 3 tapi kenapa status nya masih juga ke 2.saya tanya ke petugas vaksin kata nya data sudah di input..
Eka Kurniawan,1,2022-04-14 04:17:51,"Sudah di Upgrade kok berat yah, padahal Ram Hp 3GB, Aneh kok semakin buruk Apk nya. Tolong di perbaiki,, Bintang Nyusul."
Fahrudin Ali Ahmad,5,2022-04-14 04:03:19,Alhamdulillah bisa masuk ke aplikasi. Sudah muncul nomor tiket dan kode dari vaksinasi pertama kedua dan booster. Jadi tenang kalau mau kemana mana. Terimakasih peduli lindungi 👍👍👍👍👍
Regidya Anggriani,1,2022-04-14 02:50:57,Hai admin. Kenapa dari tgl 12 april kemren tidak bisa download data yg lain? Padahal gk semua org punya HP canggih seperti android. Ini data org lagi banyak sama saya yg mau saya download. Tp di coba selalu gagal. Dengan keterangan 'jenis vaksin tidak valid' padahal data sudah sesuai dgn surat keterangan sudah vaksin. Mohon info dan solusinya? Mohon kembalikan sistem yg seperti dulu
Saida Zulma,1,2022-04-13 23:44:54,"Aplikasi ini bikin pusing mau claim sertifikat vaksin sulit sekali sampai saat ini saya belum mendapatkannya ,padahal udah dicoba berkali kali ,tolong dong jangan dipersulit,ngabisin kuota saja ,kalau begini terus harus ku buang ini aplikasi"
luh dewi wahyuni,1,2022-04-13 22:32:03,Mau vaksin booster disuruh lengkapi profil tapi NIK + nama tidak sesuai. Sidah hubungi cs katanya nik saya digunakan org lain disuruh cek secara berkala. Setelah cek secara berkala tetap tidak bisa saya hubungi cs kembali dan mereka tidak bisa memberikan kepastian kapan nik + nama saya sesuai padahal saya sudah mengisi form yg harus swag foto ktp😐
Megaa Wati,1,2022-04-13 22:28:20,Aplikasi ini tambah diupgrade tambah memuakkan. Check out makin susah pol. Sinyal gak bagus gak bisa check in pula. Mau di uninstall tapi tiap masuk perusahaan wajib nunjukin aplikasi ini eh pas mau pulang bingung mau check out aja gak bisa bisa. Dasar gak berguna
ady kurniawan,5,2022-04-13 12:21:43,"Setelah dapat penjelasan dari pihak aplikasi, ternyata untuk tahun dan tanggal cukup mudah..., jadi suka deh sama aplikasi ini..., cukup membantu... Terima kasih ya..😁🙏"
Shar'i Syammifah,5,2022-04-13 09:40:39,"Sering keluar apk sendiri, trus setiap mau buka apk loading lamaaaa banget (kadang-kadang), mau scan kode juga kadang gabisa :("
Fajrul Muhammad,1,2022-04-13 08:59:44,"Lama banget kalo update, tolong dikembangkan lagi lah, kadang kalo orang butuh cepet malah engga bisa diandalkan ya susah jadinya"
silvia,4,2022-04-13 06:06:13,"aplikasi nya sangat membantu, tetapi seringkali ada kendala dalam pengecekan sertifikat nya, kenapa laoding nya lama sekali, jaringan saya bagus. mohon bantuannya. maaf dan terimakasih"
Kustina Harmadi,1,2022-04-13 05:38:40,"Parah banget sudah hampir sebulan dari booster vaksinasi ke 3 tapi sertifikat belum juga muncul sampe sekarang, padahal yang barengan saya udah pada muncul, udah klaim sesuai yg di ajarkan ttep aja payah,mau mudik di haruskan booster dulu giliran udah booster sertifikat gak keluar parah!"
ARIF WIDODO,2,2022-04-13 04:08:29,"Aplikasinya sangat membantu. Tapi sayang sekarang kok jadi lemot sekali dibuka meskipun sudah di update, semoga dapat diperbaiki kembali"
ditaa official,1,2022-04-13 03:58:13,Saya sudah vaksin yg pertama dan kedua tapi sertifikat tidak muncul sampek sekarang kalau sertifikat tidak muncul hubungin 119 saya udah hubungin 119 tapi kok gak ada respon sama sekali dan udah kirim email di peduli lindungan tolong dong perbaiki
Maha Rani,3,2022-04-12 23:18:26,Aplikasi nya tadinya mh bagus tapi lama kelamaan malah ga jelas mau liat sertifikat vaksin malah ga bisa pas pertama download bisa di buka tapi kok lama kelamaan kagak bisa di buka sih nyebelin banget percuma kalau kaya gini gda guna nya tolong di perbaiki aplikasi ini 🖕
Lena Haryani,5,2022-04-12 13:58:13,"Untuk klaim kartu vaksin kita kudu edit tahun kelahiran misalkan kita harus mundur 30 ke belakang,wuadehhhh,lamaaaaa banget dan lemotnya ampun deh kak,sangat butuh kesabaran 😅semisal di buat langsung ketik tahun/bulan/tanggal, keliatannya kok lebih simple dan mudah 😄. Coba siapa lagi yang merasakan seperti saya, mungkin termasuk CS nya juga ya😁"
Taufik Hidayat,3,2022-04-12 13:29:19,"Kurang user friendly, contoh sertifikat yg saat ini sangat penting utk perjalanan tapi tdk diberi pintasan khusus yg memudahkan utk dibuka bahkan perlu bimbingan utk dpt membukanya walaupun sederhana dan mudah utk yg tahu, tapi sangat banyak masyarakat yg gaptek yg sulit utk memahami, developer yg pintar seyogyanya berempati pd mereka yg bodoh"
Sobirin 21keset,1,2022-04-12 12:31:33,Untuk pengisian tanggal lahir ...tolong diperbaiki .. Agar sekali ketik enter ok...egk harus manual geser tanggal dan tahun!!!!@
Tri Siti,1,2022-04-12 11:01:23,Aplikasi ga jelas bukan nya mempermudah malah mempersulit saya sudah login berkali2 tetap saja sertifikat tidak muncul sudah verifikasi sesuai data masih juga dipersulit.sya sudah vaksin dosis tiga sampai sekarang sertifikat saya tidak muncul mohon bantuannya.
Tri Indra Laksana,5,2022-04-12 09:05:17,"Tidak bisa dapat sertifikat vaksin pemerintah, karena bentrok dengan vaksin gotong royong. Padahal sudah disuntik beberapa kali. Edit : Terimakasih sudah memberi solusi untuk masalah yang saya alami. Salam sehat"
Jep Wmx,1,2022-04-12 06:48:24,"Apakah aplikasi pedulilindungi ini di buat untuk memudahkan rakyat, atau menyusakan, dulu waktu belum ada pembaruan masih aman sjk untuk d akses, sekarang lemot parah, tolong lah jangan mempermainkan pengguna"
daniel mandagi,3,2022-04-12 04:22:54,Ini peduli lindungi versi terkini kok susah respon? Biasanya cm tinggal di hadapkan ke barcode langsung in. Sekarang ga bisa. What must I do? Catatan: saya disabilitas. Klo sistem sekarang kok kayak nya agak menyulitkan?
Hikmah Restorasi,1,2022-04-12 03:07:12,"Kenapa ya serifikat vaksin saya 1 dan 2 saya tiba tiba hilang, setelah melakukan vaksinasi booster. Tolong aplikasi dan webnya di benahi. Karena sangat membebani masyarakat kalau terus terusan error begini!!!"
Setiawan Adang,1,2022-04-12 03:04:57,Peduli lindungi sekarang erorr dan tida stabil. Mas iya saya sudah vaksinasi dosis ke 3 sertifikasi / sertifikat nya belum di rilis apalagi sekarang sulit untu mengisi data dan sering eror
Dana Aji,1,2022-04-12 02:54:53,"Tolong Diperbaiki Aplikasinya karena masih banyak BUG , versi lama ketika Check in juga disertai Check Out, supaya pas Check Out tidak perlu Scan Barcode lagi, Terima Kasih"
Dekky Laksana,2,2022-04-12 02:30:56,Min gimana nih saya udah booster tadinya sertifikat ada kok skarang ga ada sama sekali saya SMS Kemenkes katanya data nya salah padahal tadinya jelas2 ada... Sekarang ga ada
achmad affandi,1,2022-04-12 00:37:22,"aplikasinya ga bisa digunain nih, cuma ditampilan awal aja ngga bisa masuk menu, tolong dong Dev nya perbaiki bug nya,. Udah di uninstall, force close juga tetep ga bisa. nyusahin banget kaya gini."
Arie Haan,1,2022-04-12 00:35:40,Masa memasukan nomor hp di akun tiba2 kaga bisa di lihat lagi sertifikat nya hilang padahal sudah 2 kali vaksin. Aplikasi sangat jelek sekali
tjep nto,1,2022-04-12 00:00:38,"Paket kuota internet 20 Gb sinyal full 4g+ Pakai wifi pun.. G bisa scan,, lemot buka aplikasinya, g mau cek in.. Aplikasi bobrok"
RAHMAN 1991,1,2022-04-11 23:38:43,"Negara sudah aman, nyaman & damai tidak ada lagi isu covad, & covid yg tertinggal hanya isu² politik!!!! karena virus nya sudah 0% tidak ada lagi di dunia ini, apalagi hanya di negeri wakanda ini !!! mohon utk aplikasi ini sebisa mungkin utk di rubah fitur² & fungsi nya, misalny utk mendengarkan Mp3 or video² music hist mungkin serta hal² yg jauh dari seputaran isu covid mgkn, mohon maaf itu hanya saran saya sekian & terima kasih ....."
Tra Koson2nd,1,2022-04-11 22:19:39,Booster sudah 3 minggu lalu tapi sertifikat tidak ada. Coba ini itu sama saja. perjalanan masih tes ini tes itu. Bukannya membantu malah mempersulit saja. Makan nih bintang 1
Burhan Shiddiq,2,2022-04-11 20:48:05,"Tolong diperbaiki min, sertifikat vaksin tidak bisa di display dan dicoba diklaim msh tidak bisa. Mohon solusinya, Terimakasih... Kalau sudah bagus saya rubah ke bintang 5. Thank's"
Yohanes Donn,1,2022-04-11 18:12:39,"Hai admin, setelah update aplikasi ga lama sertifikat vaksin saya jadi hilang, padahal sebelumnya ada, saya sudah vaksin pertama, kedua, dan ketiga tapi sertifikat saya hilang, mohon bantuannya admin. Kemaren saya cek sertifikat masih ada di peduli lindungi lengkap, tp skrg 12 april 2022 hilang semua. Tolong dong diperbaiki lagi sistemnya dan kalau memang sistem sedang ada gangguan atau perbaikan tolong di infokan ke pemilik akun biar pemilik akun ga panik. Sangat tidak profesional."
Bonar P Sihotang,5,2022-04-11 13:50:07,"Mantap.... tapi kadang² pada waktu mau buka aplikasi utk masuk kesuatu tempat, kadang aplikasi tdk bisa dibuka..."
putri nurina,4,2022-04-11 13:08:48,"Agak mengecewakan/membingungkan, soalnya vaksin ketiga saya di PKM Kadipaten, tp waktu saya cek sertifikat disini hasilnya PKM Balida. Jadi kesimpulannya tidak terlalu akurat. Semoga bisa lebih baik lagi kedepannya, Terimakasih."
Muhammad Ali,2,2022-04-11 12:35:56,"Warna status vaksinasi saya berubah tiba-tiba padahal dari kuning kembali ke merah lagi, sampe bingung padahal udah jelas sudah vaksinasi kesatu malah warna status merah padahal tadinya kuning. Setelah diupgrade malah jadi kaya gini."
pirous apreviadizy,4,2022-04-11 11:16:15,Kenapa sekarang saya setelah update tidak bisa masuk ke applikasi peduli lindungi dan selalu otomatis tutup applikasi dan gak bisa masuk untuk check in terus? apakah error?
Gerry Fernandinho,5,2022-04-11 09:59:21,"Aplikasi yang sangat membantu saya untuk check-in/out ketika berpergian kemana tempat yang ramai/tempat publik, sehingga jejak penularan covid-19 dapat teratasi dan mudah dilacak. Pokoknya aplikasi ini sangat canggih & mempermudah penduduk"
Ahmad Barizi,1,2022-04-11 06:32:44,Apk ga jelas seluruh warga indonesia pake apk ini tapi kualitasnya gini amat. Verifikasi pake nomor tlp lemotnya minta ampun. Klo gk karena scan di kampus gk mungkin gua pake ni apk
Leonardus Andito,5,2022-04-11 06:04:58,"sekarang setelah di update, ketika menyalakan bluetooth untuk tracking malah force close terus, mohon perbaikannya"
Wahyu Sumahendra,2,2022-04-11 00:59:37,Mau ketik tanggal kok ga bisa? Jadi harus tap tap untuk ke tanggal yg diinginkan. Kenapa tidak dipermudah dengan hanya ketik tanggal yg diinginkan. Terima kasih
Juprie Lawang,2,2022-04-10 23:29:25,"Setelah diperbaharui malah 1 akun hanya bisa unduh untuk 4 sertifikat vaksin. Padahal jika 1 akun bisa untuk banyak orang seperti aturan beberapa bulan lalu sebelum aplikasi pedulilindungi diperbaharui, justru bisa untuk membantu download sertifikat vaksin bagi mereka yg tidak memiliki HP android/tidak memiliki HP sama sekali. Aturan aplikasi ini semakin kurang membantu. Saya berikan bintang 2 saja"
Badar Badruzzaman,1,2022-04-10 22:18:36,"Kurang Optimalisasi, Entry data ribet suka error belum lagi lewati captcha nya terlalu banyak lbh dri 5x belum lagi si captcha yg tampil kepotong. Ngerubah data dikit captcha lagi👎👎👎"
Nadya Novita Rini,1,2022-04-10 21:03:09,"Ngestuck di 76% terus saya ulangi dan tetap saja ngestuck, play store saya sudah ver yang terbaru tapi tetap tidak bisa."
Lina Rahmawati,3,2022-04-10 15:03:52,"Aplikasinya bagus, tapi mau tanya bagaimana cara menghapus akun ya. Krna punya 2 akun, satu dengan email, satu dengan no.hp. ketika mau masukin email di akun dgn no.hp, email sudah terdaftar. Begitupun sebaliknya. Trims."
Nana TY bubu,1,2022-04-10 12:51:33,Ini beneran ga bisa diinstal lagi. Hp kentang saya oppo f1s udh ga competible lagi katanya. Padahal liat series androidnya masih bisa. Gmn nih? Solusinya?
INDRA SAMEN,1,2022-04-10 11:43:11,"Aplikasi apa ini, lemot amat, bilangnya ngisi tggl lahir tinggal scrol tahun, bulan, tanggal, nyatanya harus scrol ditiap bulan nya, kelahiran 80 an lama banget scrolnya bos, ganti ketik manual biar mempermudah kami,"
Heng Luie,1,2022-04-10 10:49:22,"Saya pendaftar baru peduli lindungi, Kode OTP sudah dimasukan sesuai dengan yang diberikan namun, setelah diisi tetap tidak ada respon sedangkan waktu untuk kodenya tetap berjalan. Tolong bagaimana caranya agar saya bisa mendaftar. Parah banget aplikasinya"
Yuta Hesti Firmani,3,2022-04-10 09:59:08,"Saya pakai hp versi yg terbaru, yaitu Samsung Galaxy S 20 ultra, tapi aplikasi peduli lindungi saya tidak bisa utk melihat sertifikat vaksinnya. Sebelum nya sudah bisa utk melihat sertifikat vaksin, tapi kemudian aplikasi peduli lindungi harus di update, setelah di-update malah sertifikat vaksinnya tidak bisa dilihat lagi di aplikasi peduli lindungi. Tapi jika lihat di website masih ada sertifikat vaksinnya. Saya juga sudah lapor melalui dm ataupun wa utk diperbaiki aplikasinya. Mohon bantuannya"
dicky saputra,2,2022-04-10 09:00:50,Kok aplikasinga pas tinggal ngisi no nik KTP tidak bisa di pencet atau di sentuh kenapa? Pas masuk atau login jga kadang gagal padahal aplikasi ini di pakai untuk perjalanan
akni dian,1,2022-04-10 07:03:23,"Sertifikat tau"" ga muncul & status merah. udah coba di clean cache, uninstall & install lg tp msh tetep merah & ga muncul sertifikat nya..... #meresahkan"
Rohayati Rs,1,2022-04-10 03:29:31,ini kenapa sih peduli lidungi ko saya pengen daftar gabisa padahal nomor telepon nya udah bener saya mau pergi jadi gabisa gimana sih padahal jaringan nya bagus aneh banget deh untuk admin tolong ini gimana sih
Rafazi_Fauzi Rahmat,3,2022-04-09 15:55:11,"Aplikasi Cukup Membantu, sudah jauh lebih baik setelah saya upgrade HP dengan android 11, hanya ada bug minor seperti susah utk log out manual dr suatu tempat, biasa saya biarin aja nanti aplikasinya akan logout otomatis. dari info teman2 saya yg masih menggunakan hp lama (blm upgrade) masih ada keluhan dari apk susah login hingga sertifikat vaksinasi tidak muncul. Padahal sudah update di hp mereka. Saran saya buatlah apk yang ramah/sesuai user dgn device apapun.. minim android 4 🙏"
Siraja Munira 03,5,2022-04-09 14:09:34,Sangat membantu dan bagi lansia di kasih arahan atau lebih tepat dan mudah di akses bagi kaum lansia. Semoga aplikasi ini bermakna dan lebih aman dari semua data pribadi saya
Parini Rini,1,2022-04-09 14:08:25,"Sudah update dan memasukan data yg dibutuhkan, namun sertifikat tidak muncul dan bolak balik lagi untuk mengisi data"
